Bug_Number,Summary,Platform,Component,Version,Creation_Time,Whiteboard,QA_Whiteboard,First_Comment_Text,First_Comment_Creation_Time,Status,Product,Priority,Resolution,Severity,Is_Confirmed,br_name,br_desc
1301056,"[e10s] Link with target=""_blank""  to download a file leaves a about:blank window/tab open after the download",Unspecified,File Handling,48 Branch,2016-09-07T13:35:08Z,[e10s-multi:-],,"User Agent: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0 Build ID: 20160823121617  Steps to reproduce:  With 48.0.2 click a link, for example to a PDF file or .JNLP file, that has target=""_blank"" set and PDF attachments set to open automatically and it will open a new tab (or window depending on the browser.link.open_newwindow option) and then open in the PDF client but that tab/window will remain open. In the past that tab/window would instantly closed.  Setting browser.link.open_newwindow to 1 so it forces use of the current tab is a workaround but may cause unexpected issues with other links.  This isn't consistent behavior however as we have ~250 users (Windows 7 32-bit and 64-bit) and it's not happening to everyone but it only started when they upgraded to 48.0.8.   Actual results:  The tab/window for the file that downloads and opens wasn't closed   Expected results:  The tab/window for the file that downloads and opens should've closed",2016-09-07T13:35:08Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1301056_SRC,"1301056 [e10s] Link with target=""_blank""  to download a file leaves a about:blank window/tab open after the download Unspecified File Handling 48 Branch 2016-09-07T13:35:08Z [e10s-multi:-] nan User Agent: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0 Build ID: 20160823121617  Steps to reproduce:  With 48.0.2 click a link, for example to a PDF file or .JNLP file, that has target=""_blank"" set and PDF attachments set to open automatically and it will open a new tab (or window depending on the browser.link.open_newwindow option) and then open in the PDF client but that tab/window will remain open. In the past that tab/window would instantly closed.  Setting browser.link.open_newwindow to 1 so it forces use of the current tab is a workaround but may cause unexpected issues with other links.  This isn't consistent behavior however as we have ~250 users (Windows 7 32-bit and 64-bit) and it's not happening to everyone but it only started when they upgraded to 48.0.8.   Actual results:  The tab/window for the file that downloads and opens wasn't closed   Expected results:  The tab/window for the file that downloads and opens should've closed 2016-09-07T13:35:08Z VERIFIED Firefox P2 FIXED normal True BR_1301056_SRC"
1301421,browser.fixup.dns_first_for_single_words prevents location bar search suggestions even when there's more than one token and/or the first token is not a single word,Unspecified,Address Bar,51 Branch,2016-09-08T15:33:34Z,[fxsearch],,"+++ This bug was initially created as a clone of Bug #1294496 +++  User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20160811030201  Steps to reproduce:  Enable search suggestions in the location bar and set:      browser.fixup.dns_first_for_single_words = true   Actual results:  Observe how search suggestions in the location bar don't work, even for multiple tokens.   Expected results:  Per discussion in bug 1294496: we don't want to enable search suggestions for ""foo"" if the nsIDefaultURIFixup component suggests that ""foo"" is whitelisted, to avoid privacy issues. This is the case both when ""foo"" is individually whitelisted and when the dns_first pref is flipped (which means nsIDefaultURIFixup will return true for any host when asked isDomainWhitelisted) .   However, search suggestions *for multiple words* or when the first word is clearly not a domain should work even with this option enabled.  The original patch and review for this were done in bug 1294496.",2016-09-08T15:33:34Z,RESOLVED,Firefox,P2,FIXED,normal,True,BR_1301421_SRC,"1301421 browser.fixup.dns_first_for_single_words prevents location bar search suggestions even when there's more than one token and/or the first token is not a single word Unspecified Address Bar 51 Branch 2016-09-08T15:33:34Z [fxsearch] nan +++ This bug was initially created as a clone of Bug #1294496 +++  User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20160811030201  Steps to reproduce:  Enable search suggestions in the location bar and set:      browser.fixup.dns_first_for_single_words = true   Actual results:  Observe how search suggestions in the location bar don't work, even for multiple tokens.   Expected results:  Per discussion in bug 1294496: we don't want to enable search suggestions for ""foo"" if the nsIDefaultURIFixup component suggests that ""foo"" is whitelisted, to avoid privacy issues. This is the case both when ""foo"" is individually whitelisted and when the dns_first pref is flipped (which means nsIDefaultURIFixup will return true for any host when asked isDomainWhitelisted) .   However, search suggestions *for multiple words* or when the first word is clearly not a domain should work even with this option enabled.  The original patch and review for this were done in bug 1294496. 2016-09-08T15:33:34Z RESOLVED Firefox P2 FIXED normal True BR_1301421_SRC"
1301784,Pref-off Search Reset UI for 50 beta,Unspecified,Search,50 Branch,2016-09-09T21:13:27Z,[fxsearch],,"Let's talk about this one next week. We were deciding whether to pref this UI off in 50 before Beta, since we're going to run Shield Studies in 49 to see how users respond to it.",2016-09-09T21:13:27Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1301784_SRC,"1301784 Pref-off Search Reset UI for 50 beta Unspecified Search 50 Branch 2016-09-09T21:13:27Z [fxsearch] nan Let's talk about this one next week. We were deciding whether to pref this UI off in 50 before Beta, since we're going to run Shield Studies in 49 to see how users respond to it. 2016-09-09T21:13:27Z VERIFIED Firefox P1 FIXED normal True BR_1301784_SRC"
1302468,Firefox Beta reports channel as 'release' when build is RC due to use of Services.appinfo.defaultUpdateChannel,Unspecified,Tours,49 Branch,2016-09-13T16:43:12Z,,,"I'm not sure if this is a bug or should be considered intentional behavior, but I'm filing here just to find out.  STR:  1.) Download Firefox Beta release candidate (I downloaded b10 from https://www.mozilla.org/en-US/firefox/channel/ and updated manually to RC).  2.) Visit: https://www.mozilla.org/en-US/firefox/private-browsing/  3.) Open the Web Console and paste the following:    Mozilla.UITour.getConfiguration('appinfo', function (config) { console.dir(config); });  Expected results:  The value for `defaultUpdateChannel` should be `beta`.  Actual results:  Note the value for `defaultUpdateChannel` is `release`.  I understand that RC should be as close to the final release as possible, which is probably why this occurs. But it would be useful for us to find out how much we can rely on this information on mozorg, if this is in fact intentional behavior.  Thanks",2016-09-13T16:43:12Z,RESOLVED,Firefox,P3,FIXED,normal,True,BR_1302468_SRC,"1302468 Firefox Beta reports channel as 'release' when build is RC due to use of Services.appinfo.defaultUpdateChannel Unspecified Tours 49 Branch 2016-09-13T16:43:12Z nan nan I'm not sure if this is a bug or should be considered intentional behavior, but I'm filing here just to find out.  STR:  1.) Download Firefox Beta release candidate (I downloaded b10 from https://www.mozilla.org/en-US/firefox/channel/ and updated manually to RC).  2.) Visit: https://www.mozilla.org/en-US/firefox/private-browsing/  3.) Open the Web Console and paste the following:    Mozilla.UITour.getConfiguration('appinfo', function (config) { console.dir(config); });  Expected results:  The value for `defaultUpdateChannel` should be `beta`.  Actual results:  Note the value for `defaultUpdateChannel` is `release`.  I understand that RC should be as close to the final release as possible, which is probably why this occurs. But it would be useful for us to find out how much we can rely on this information on mozorg, if this is in fact intentional behavior.  Thanks 2016-09-13T16:43:12Z RESOLVED Firefox P3 FIXED normal True BR_1302468_SRC"
1303339,The animated sharing icons of the control center panel never go to full opacity,Unspecified,Site Identity and Permission Panels,51 Branch,2016-09-16T13:59:28Z,[fxprivacy],,This regressed with https://hg.mozilla.org/integration/mozilla-inbound/rev/3e394b4e9b6f#l6.18 / bug 1022601,2016-09-16T13:59:28Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1303339_SRC,1303339 The animated sharing icons of the control center panel never go to full opacity Unspecified Site Identity and Permission Panels 51 Branch 2016-09-16T13:59:28Z [fxprivacy] nan This regressed with https://hg.mozilla.org/integration/mozilla-inbound/rev/3e394b4e9b6f#l6.18 / bug 1022601 2016-09-16T13:59:28Z VERIFIED Firefox P1 FIXED normal True BR_1303339_SRC
1305195,"In private browsing mode, zoom level indicator is unreadable when dark developer edition theme is in use",All,Theme,51 Branch,2016-09-24T01:43:40Z,,,Created attachment 8794452 Screenshot (45).png  User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:49.0) Gecko/20100101 Firefox/49.0 Build ID: 20160922113459  Steps to reproduce:  Open a webpage in private browsing mode and changed zoom level.   Actual results:  The zoom level appears but cannot be read as both background color of theme and text color is same.   Expected results:  Text color should be white in private browsing mode.,2016-09-24T01:43:40Z,VERIFIED,Firefox,P3,FIXED,normal,True,BR_1305195_SRC,"1305195 In private browsing mode, zoom level indicator is unreadable when dark developer edition theme is in use All Theme 51 Branch 2016-09-24T01:43:40Z nan nan Created attachment 8794452 Screenshot (45).png  User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:49.0) Gecko/20100101 Firefox/49.0 Build ID: 20160922113459  Steps to reproduce:  Open a webpage in private browsing mode and changed zoom level.   Actual results:  The zoom level appears but cannot be read as both background color of theme and text color is same.   Expected results:  Text color should be white in private browsing mode. 2016-09-24T01:43:40Z VERIFIED Firefox P3 FIXED normal True BR_1305195_SRC"
1305676,In some circumstances passive mixed content indicator will override active mixed content indicator,Unspecified,Site Identity and Permission Panels,51 Branch,2016-09-27T10:14:16Z,[fxprivacy],,"http://searchfox.org/mozilla-central/rev/05ed82e50b45df5aa5a8fad219dece1b56757261/browser/themes/shared/identity-block/identity-block.inc.css#206-222  #urlbar[pageproxystate=""valid""] > #identity-box.certUserOverridden > #connection-icon {   list-style-image: var(--connection-icon-mixed-passive-loaded);   visibility: visible; }  #urlbar[pageproxystate=""valid""] > #identity-box.insecureLoginForms > #connection-icon, #urlbar[pageproxystate=""valid""] > #identity-box.mixedActiveContent > #connection-icon {   list-style-image: var(--connection-icon-mixed-active-loaded);   visibility: visible; }  #urlbar[pageproxystate=""valid""] > #identity-box.weakCipher > #connection-icon, #urlbar[pageproxystate=""valid""] > #identity-box.mixedDisplayContent > #connection-icon, #urlbar[pageproxystate=""valid""] > #identity-box.mixedDisplayContentLoadedActiveBlocked > #connection-icon {   list-style-image: var(--connection-icon-mixed-passive-loaded);   visibility: visible; }   (bug 1304363 moves some of this into %defines instead of variables, in a different file, but the gist of it is the same, cf. http://hg.mozilla.org/integration/mozilla-inbound/file/c2596f38f83f/browser/themes/shared/identity-block/icons.inc.css#l46 )  This is confusing, because we're basically saying that when displaying the unmodified URL for the page (pageproxystate=valid), for the connection icon, use:  - the passive mixed content icon if the cert has been user-overridden, - unless the page has mixed active content or insecure forms, in which case use the active mixed content icon, - unless the page uses a weak cipher, has mixed display content or blocked active mixed display content (??) in which case use the passive mixed content icon again.  That doesn't make any sense.  I *think* all the selectors for the passive mixed content icon should come first (and be combined), followed by a selector for the active mixed content cases.  If that is somehow not right, there really really needs to be a comment in the CSS that explains this... odd... sequence of rules, why there are separate ones, and why they override each other in the way that they do.  Paolo or Johann, can you take a look at what should happen here? Seems you wrote the rules in question modulo the CSS refactoring that Dão has been doing.",2016-09-27T10:14:16Z,RESOLVED,Firefox,P3,FIXED,normal,True,BR_1305676_SRC,"1305676 In some circumstances passive mixed content indicator will override active mixed content indicator Unspecified Site Identity and Permission Panels 51 Branch 2016-09-27T10:14:16Z [fxprivacy] nan http://searchfox.org/mozilla-central/rev/05ed82e50b45df5aa5a8fad219dece1b56757261/browser/themes/shared/identity-block/identity-block.inc.css#206-222  #urlbar[pageproxystate=""valid""] > #identity-box.certUserOverridden > #connection-icon {   list-style-image: var(--connection-icon-mixed-passive-loaded);   visibility: visible; }  #urlbar[pageproxystate=""valid""] > #identity-box.insecureLoginForms > #connection-icon, #urlbar[pageproxystate=""valid""] > #identity-box.mixedActiveContent > #connection-icon {   list-style-image: var(--connection-icon-mixed-active-loaded);   visibility: visible; }  #urlbar[pageproxystate=""valid""] > #identity-box.weakCipher > #connection-icon, #urlbar[pageproxystate=""valid""] > #identity-box.mixedDisplayContent > #connection-icon, #urlbar[pageproxystate=""valid""] > #identity-box.mixedDisplayContentLoadedActiveBlocked > #connection-icon {   list-style-image: var(--connection-icon-mixed-passive-loaded);   visibility: visible; }   (bug 1304363 moves some of this into %defines instead of variables, in a different file, but the gist of it is the same, cf. http://hg.mozilla.org/integration/mozilla-inbound/file/c2596f38f83f/browser/themes/shared/identity-block/icons.inc.css#l46 )  This is confusing, because we're basically saying that when displaying the unmodified URL for the page (pageproxystate=valid), for the connection icon, use:  - the passive mixed content icon if the cert has been user-overridden, - unless the page has mixed active content or insecure forms, in which case use the active mixed content icon, - unless the page uses a weak cipher, has mixed display content or blocked active mixed display content (??) in which case use the passive mixed content icon again.  That doesn't make any sense.  I *think* all the selectors for the passive mixed content icon should come first (and be combined), followed by a selector for the active mixed content cases.  If that is somehow not right, there really really needs to be a comment in the CSS that explains this... odd... sequence of rules, why there are separate ones, and why they override each other in the way that they do.  Paolo or Johann, can you take a look at what should happen here? Seems you wrote the rules in question modulo the CSS refactoring that Dão has been doing. 2016-09-27T10:14:16Z RESOLVED Firefox P3 FIXED normal True BR_1305676_SRC"
1305737,Change notification displayed when an incoming tab can't determine the device name it came from,Unspecified,Sync,50 Branch,2016-09-27T15:43:10Z,,,"In beta 50.0b1 pl on OS X 10.11.6 after sending tabs from Firefox for iOS the source (#2) in notification (en-US unnamedTabsArrivingNotification.body= ""#1 tabs have arrived from #2."") is empty.",2016-09-27T15:43:10Z,RESOLVED,Firefox,P1,FIXED,normal,True,BR_1305737_SRC,"1305737 Change notification displayed when an incoming tab can't determine the device name it came from Unspecified Sync 50 Branch 2016-09-27T15:43:10Z nan nan In beta 50.0b1 pl on OS X 10.11.6 after sending tabs from Firefox for iOS the source (#2) in notification (en-US unnamedTabsArrivingNotification.body= ""#1 tabs have arrived from #2."") is empty. 2016-09-27T15:43:10Z RESOLVED Firefox P1 FIXED normal True BR_1305737_SRC"
1306639,Searching in locationbar by typing something and pressing enter is not accounted in telemetry.,Unspecified,Address Bar,51 Branch,2016-09-30T15:54:54Z,[fxsearch],,"basically, typing something in the location bar and pressing Enter, doesn't increase search/urlbar nor SEARCH_COUNTS. This is because in that case selection is -1 and thus we don't have an action uri.  I think we really need a browser_urlbar_telemetry.js test that verifies the various actions properly count searches, or most of our search telemetry may be broken. Not sure how hard that may be, but we really need to not regress this.  The operations to test are: 1. type something that will execute a search ENTER 2. Enter on a search suggestion from the popup 3. click on a search suggestion in the popup 4. enter on a one-off button 5. click on a one-off button 6. one-off search settings button should not increase the counter  Also keywords (bookmarks and search engine aliases), we may double count them, so it's worth testing those too.  In the shied study I'll have to somehow workaround this bug.",2016-09-30T15:54:54Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1306639_SRC,"1306639 Searching in locationbar by typing something and pressing enter is not accounted in telemetry. Unspecified Address Bar 51 Branch 2016-09-30T15:54:54Z [fxsearch] nan basically, typing something in the location bar and pressing Enter, doesn't increase search/urlbar nor SEARCH_COUNTS. This is because in that case selection is -1 and thus we don't have an action uri.  I think we really need a browser_urlbar_telemetry.js test that verifies the various actions properly count searches, or most of our search telemetry may be broken. Not sure how hard that may be, but we really need to not regress this.  The operations to test are: 1. type something that will execute a search ENTER 2. Enter on a search suggestion from the popup 3. click on a search suggestion in the popup 4. enter on a one-off button 5. click on a one-off button 6. one-off search settings button should not increase the counter  Also keywords (bookmarks and search engine aliases), we may double count them, so it's worth testing those too.  In the shied study I'll have to somehow workaround this bug. 2016-09-30T15:54:54Z VERIFIED Firefox P1 FIXED normal True BR_1306639_SRC"
1309856,Fix bookmarks twisty direction in RTL locales on Mac OS X,All,Theme,48 Branch,2016-10-13T12:03:36Z,,,"Created attachment 8800609 fix-bookmarks-twisty-direction-in-rtl-on-mac.png  User Agent: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0 Build ID: 20161012143919  Steps to reproduce:  1. Start Nightly in RTL locales (e.g. Arabic) on Mac OS X 2. View > Sidebar > Bookmarks 3. Confirm twisty direction   Actual results:  bookmarks twisty direction is wrong in RTL locales   Expected results:  In RTL locales, twisty should be reversed.",2016-10-13T12:03:36Z,VERIFIED,Firefox,P3,FIXED,normal,True,BR_1309856_SRC,"1309856 Fix bookmarks twisty direction in RTL locales on Mac OS X All Theme 48 Branch 2016-10-13T12:03:36Z nan nan Created attachment 8800609 fix-bookmarks-twisty-direction-in-rtl-on-mac.png  User Agent: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0 Build ID: 20161012143919  Steps to reproduce:  1. Start Nightly in RTL locales (e.g. Arabic) on Mac OS X 2. View > Sidebar > Bookmarks 3. Confirm twisty direction   Actual results:  bookmarks twisty direction is wrong in RTL locales   Expected results:  In RTL locales, twisty should be reversed. 2016-10-13T12:03:36Z VERIFIED Firefox P3 FIXED normal True BR_1309856_SRC"
1311998,[One-off searches] Right click on a result from Awesomebar closes the dropdown,All,Search,51 Branch,2016-10-21T13:54:45Z,[fxsearch],,"[Affected versions]: Aurora 51.0a2  Build ID 20161021004016 Nightly 52.0a1 Build ID 20161020030211  [Affected platforms]: All (Windows 10, Mac 10.11, Ubuntu 16.04)   [Steps to reproduce]: 1. Open Firefox with a new profile. 2. Type something in the Awesomebar (e.g. moz). 3. Right click on a result from dropdown.  [Expected result]: The dropdown should stay open as in previous versions and as in Search bar.  [Actual result]: The dropdown with results closes.  [Regression Range]: Pushlog: https://hg.mozilla.org/integration/fx-team/pushloghtml?fromchange=46045ec8a4aa09a341b7209170089ade3c27c1a5&tochange=555caa0082c342c60830261ecba4c4068122207e  Regressed by bug 1180944.",2016-10-21T13:54:45Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1311998_SRC,"1311998 [One-off searches] Right click on a result from Awesomebar closes the dropdown All Search 51 Branch 2016-10-21T13:54:45Z [fxsearch] nan [Affected versions]: Aurora 51.0a2  Build ID 20161021004016 Nightly 52.0a1 Build ID 20161020030211  [Affected platforms]: All (Windows 10, Mac 10.11, Ubuntu 16.04)   [Steps to reproduce]: 1. Open Firefox with a new profile. 2. Type something in the Awesomebar (e.g. moz). 3. Right click on a result from dropdown.  [Expected result]: The dropdown should stay open as in previous versions and as in Search bar.  [Actual result]: The dropdown with results closes.  [Regression Range]: Pushlog: https://hg.mozilla.org/integration/fx-team/pushloghtml?fromchange=46045ec8a4aa09a341b7209170089ade3c27c1a5&tochange=555caa0082c342c60830261ecba4c4068122207e  Regressed by bug 1180944. 2016-10-21T13:54:45Z VERIFIED Firefox P2 FIXED normal True BR_1311998_SRC"
1312018,Keyword search is always performed in lowercase,Unspecified,Address Bar,51 Branch,2016-10-21T15:02:17Z,[fxsearch],,"[Tracking Requested - why for this release]: UX regression wor keyword search resuls. The search parameter should be case sensitive.  The problem occurs with newly created profile.  Reproducible: always  Steps To Reproduce: 1. Open about:preferences#search 2. Assign keyword ""g"" to Google search engine. 3. Type ""g LALALA"" in location bar and hit [Enter]  Actual Results: Google search results shows ""lalala"" in search fields in the page  Expected Results: The search parameter should be case sensitive. Google search results shows ""LALALA"" in search fields in the page.  Regression window: https://hg.mozilla.org/integration/autoland/pushloghtml?fromchange=64cd7d87e78cf2e4b919aad10fb9f4962834b004&tochange=70d19ed29c980ba3d6825e5286bda08fa7dc676f  Regressed by: 70d19ed29c98	Marco Bonardo — Bug 1306639 - Searching in locationbar by typing something and pressing enter is not accounted in telemetry. r=adw",2016-10-21T15:02:17Z,RESOLVED,Firefox,P2,FIXED,normal,True,BR_1312018_SRC,"1312018 Keyword search is always performed in lowercase Unspecified Address Bar 51 Branch 2016-10-21T15:02:17Z [fxsearch] nan [Tracking Requested - why for this release]: UX regression wor keyword search resuls. The search parameter should be case sensitive.  The problem occurs with newly created profile.  Reproducible: always  Steps To Reproduce: 1. Open about:preferences#search 2. Assign keyword ""g"" to Google search engine. 3. Type ""g LALALA"" in location bar and hit [Enter]  Actual Results: Google search results shows ""lalala"" in search fields in the page  Expected Results: The search parameter should be case sensitive. Google search results shows ""LALALA"" in search fields in the page.  Regression window: https://hg.mozilla.org/integration/autoland/pushloghtml?fromchange=64cd7d87e78cf2e4b919aad10fb9f4962834b004&tochange=70d19ed29c980ba3d6825e5286bda08fa7dc676f  Regressed by: 70d19ed29c98	Marco Bonardo — Bug 1306639 - Searching in locationbar by typing something and pressing enter is not accounted in telemetry. r=adw 2016-10-21T15:02:17Z RESOLVED Firefox P2 FIXED normal True BR_1312018_SRC"
1313290,Use browser specific message manager in `SocialShare.sharePage`,Unspecified,SocialAPI,49 Branch,2016-10-27T05:03:09Z,[multiviewport][reserve-rdm],,"I noticed that `SocialShare.sharePage` sends several messages to a specific tab's browser with `gBrowser.selectedBrowser.messageManager`, but then waits for a reply using the browser window message manager.  As far as I can tell, it would be safe to listen for a reply on the same message manager used to send.  Also, the current version happens to fail to collect page content when the Responsive Design Mode that I am working on for DevTools is used.  Switching to the browser specific MM for replies resolves this issue.",2016-10-27T05:03:09Z,RESOLVED,Firefox,P1,FIXED,normal,True,BR_1313290_SRC,"1313290 Use browser specific message manager in `SocialShare.sharePage` Unspecified SocialAPI 49 Branch 2016-10-27T05:03:09Z [multiviewport][reserve-rdm] nan I noticed that `SocialShare.sharePage` sends several messages to a specific tab's browser with `gBrowser.selectedBrowser.messageManager`, but then waits for a reply using the browser window message manager.  As far as I can tell, it would be safe to listen for a reply on the same message manager used to send.  Also, the current version happens to fail to collect page content when the Responsive Design Mode that I am working on for DevTools is used.  Switching to the browser specific MM for replies resolves this issue. 2016-10-27T05:03:09Z RESOLVED Firefox P1 FIXED normal True BR_1313290_SRC"
1313778,"[Intermittent] Install Ecosia, Firebug, Theme Font & Size Changer",Unspecified,Extension Compatibility,51 Branch,2016-10-28T21:42:13Z,triaged,,Created attachment 8805702 AddOnsContextMenu.jpg  Shim value does not matter can be true or false Multi process value does not matter can be enabled or disabled Windows XP Install all three of these icons Ecosia — The search engine that plants trees! 3.4.5 Firebug 2.0.18 Theme Font & Size Changer 49.4 Enable Context Menu/Enable support for Context Menus for Theme Font Close the Window Access a new tab and open a wiki page using the mouse capture some text With the mouse capture the data Right click to display the context menu Scroll and observe loss of titles in the context menu. I can not reproduce consistently I can only reproduce will all 3 of these addons installed Screen shot attached,2016-10-28T21:42:13Z,RESOLVED,Firefox,P3,FIXED,normal,True,BR_1313778_SRC,"1313778 [Intermittent] Install Ecosia, Firebug, Theme Font & Size Changer Unspecified Extension Compatibility 51 Branch 2016-10-28T21:42:13Z triaged nan Created attachment 8805702 AddOnsContextMenu.jpg  Shim value does not matter can be true or false Multi process value does not matter can be enabled or disabled Windows XP Install all three of these icons Ecosia — The search engine that plants trees! 3.4.5 Firebug 2.0.18 Theme Font & Size Changer 49.4 Enable Context Menu/Enable support for Context Menus for Theme Font Close the Window Access a new tab and open a wiki page using the mouse capture some text With the mouse capture the data Right click to display the context menu Scroll and observe loss of titles in the context menu. I can not reproduce consistently I can only reproduce will all 3 of these addons installed Screen shot attached 2016-10-28T21:42:13Z RESOLVED Firefox P3 FIXED normal True BR_1313778_SRC"
1313969,"[Follow-up] Ctrl+Click awesomebar entry with ""Switch to Tab"" doesn't open new tab",Unspecified,Search,51 Branch,2016-10-31T04:42:01Z,[fxsearch],,"+++ This bug was initially created as a clone of Bug #1296366 +++  Can't push a review request to reviewboard for a bug that's already been closed, so I'm opening a new one.  (In reply to Liviu Cirdei [:liviucirdei] from comment #10) > This is fixed only on Mac OS X.  >  > It's still broken on Windows and Ubuntu (I tested Windows 10 and Ubuntu > 16.04) on both Nightly 52 (Build ID  20161024030205) and Aurora 51 (Build ID > 20161024004016). >  > Also on Mac, even if it works, when pressing ""Command"" key, the ""Switch to > tab"" text from URL is replaced by the address of the webpage (e.g. > ""http://example.com""). Is this intended?",2016-10-31T04:42:01Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1313969_SRC,"1313969 [Follow-up] Ctrl+Click awesomebar entry with ""Switch to Tab"" doesn't open new tab Unspecified Search 51 Branch 2016-10-31T04:42:01Z [fxsearch] nan +++ This bug was initially created as a clone of Bug #1296366 +++  Can't push a review request to reviewboard for a bug that's already been closed, so I'm opening a new one.  (In reply to Liviu Cirdei [:liviucirdei] from comment #10) > This is fixed only on Mac OS X.  >  > It's still broken on Windows and Ubuntu (I tested Windows 10 and Ubuntu > 16.04) on both Nightly 52 (Build ID  20161024030205) and Aurora 51 (Build ID > 20161024004016). >  > Also on Mac, even if it works, when pressing ""Command"" key, the ""Switch to > tab"" text from URL is replaced by the address of the webpage (e.g. > ""http://example.com""). Is this intended? 2016-10-31T04:42:01Z VERIFIED Firefox P2 FIXED normal True BR_1313969_SRC"
1314643,[One-off searches] Changing the default search engine from Search bar does not work first time,All,Search,51 Branch,2016-11-02T16:20:23Z,[fxsearch][fixed by bug 1297374],,"[Affected versions]: Aurora 51  [Affected platforms]: All  [Steps to reproduce]: 1. Open Aurora 51 and type something in Search bar. 2. Right-click on a one-off searches icons. (e.g. Wikipedia). 3. From context menu click ""Set as default search engine"".   [Expected Result]:  The search engine should be set as default.  [Actual Result]:  The search engine is not set as default. Repeating this with other engines does not set any of them as default engine until the Search bar is closed and reopened.  This happens only for the first time the user starts Firefox or any time he opens a new window and opens the Search bar.  [Regression]: Pushlog: https://hg.mozilla.org/integration/autoland/pushloghtml?fromchange=109281cadd425161c50bce8ab4064faa68c4113c&tochange=3b3e87b91108ced2173ae34357cfed8db7cfe6c0  Probably regressed by Bug 1297976 - Fix accessibility for the unified one-off search buttons in the urlbar and searchbar  [Notes] [1] This reproduces on Aurora where the oneOffSearches from Awesomebar is disabled. [2] This was reproducible also on Nightly if the ""browser.urlbar.oneOffSearches"" was set to false UNTIL bug 1297374 was fixed. So bug 1297374 fixed this issue, but only on Nightly. I think the easiest way to fix this is to uplift the fix from bug 1297374 to Aurora.",2016-11-02T16:20:23Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1314643_SRC,"1314643 [One-off searches] Changing the default search engine from Search bar does not work first time All Search 51 Branch 2016-11-02T16:20:23Z [fxsearch][fixed by bug 1297374] nan [Affected versions]: Aurora 51  [Affected platforms]: All  [Steps to reproduce]: 1. Open Aurora 51 and type something in Search bar. 2. Right-click on a one-off searches icons. (e.g. Wikipedia). 3. From context menu click ""Set as default search engine"".   [Expected Result]:  The search engine should be set as default.  [Actual Result]:  The search engine is not set as default. Repeating this with other engines does not set any of them as default engine until the Search bar is closed and reopened.  This happens only for the first time the user starts Firefox or any time he opens a new window and opens the Search bar.  [Regression]: Pushlog: https://hg.mozilla.org/integration/autoland/pushloghtml?fromchange=109281cadd425161c50bce8ab4064faa68c4113c&tochange=3b3e87b91108ced2173ae34357cfed8db7cfe6c0  Probably regressed by Bug 1297976 - Fix accessibility for the unified one-off search buttons in the urlbar and searchbar  [Notes] [1] This reproduces on Aurora where the oneOffSearches from Awesomebar is disabled. [2] This was reproducible also on Nightly if the ""browser.urlbar.oneOffSearches"" was set to false UNTIL bug 1297374 was fixed. So bug 1297374 fixed this issue, but only on Nightly. I think the easiest way to fix this is to uplift the fix from bug 1297374 to Aurora. 2016-11-02T16:20:23Z VERIFIED Firefox P2 FIXED normal True BR_1314643_SRC"
